,landmark,bbl,yearbuilt,yearalter1,yearalter2,histdist,xcoord,ycoord,FISCAL_YEAR,ATS SYSTEM CODE,LOCATION_CODE,LOCATION_NAME,BEDS NUMBER,MANAGED_BY_NAME,LOCATION_TYPE_DESCRIPTION,LOCATION_CATEGORY_DESCRIPTION,GRADES_TEXT,GRADES_FINAL_TEXT,OPEN_DATE,STATUS_DESCRIPTIONS,PRIMARY_BUILDING_CODE,PRIMARY_ADDRESS_LINE_1,STATE_CODE,X_COORDINATE,Y_COORDINATE,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,BOROUGH_BLOCK_LOT,NTA,NTA_NAME,PRINCIPAL_NAME,PRINCIPAL_TITLE,PRINCIPAL_PHONE_NUMBER,FAX_NUMBER,GEOGRAPHICAL_DISTRICT_CODE,ADMIN_DISTRICT_LOCATION_CODE,ADMINISTRATIVE_DISTRICT_NAME,COMMUNITY_SCHOOL_SUP_NAME,FIELD_SUPPORT_CENTER_NAME,FIELD_SUPPORT_CENTER_LEADER_NAME,SCHOOL_SUPPORT_TEAM_NAME,SCHOOL_SUPPORT_TEAM_LEADER_NAME,HIGHSCHOOL_NETWORK_LOCATION_CODE,HIGHSCHOOL_NETWORK_NAME,HIGHSCHOOL_NETWORK_SUPERINTENDENT,Location 1
1054,,3082270001,1940.0,0.0,0.0,,1013326.0,173530.0,2018,18K211      ,K211,I.S. 211 John Wilson,331800010211,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1958 12:00:00 AM,Open,K211,1001 EAST 100 STREET,NY,1013327.0,173531.0,318,46,98800,3082270001,BK50,Canarsie                                                                   ,Carolyn James,PRINCIPAL,718-251-4411,718-241-2503,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 3- Brooklyn South,,,,,"1001 EAST 100 STREET
BROOKLYN, NY 11236
(40.642931, -73.895224)"
1055,,2032240009,1992.0,2009.0,0.0,,1009186.0,252327.0,2018,10X015      ,X015,P.S. X015 Institute for Environmental Learning,321000010015,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",07/01/1995 12:00:00 AM,Open,X015,2195 ANDREWS AVENUE,NY,1009211.0,252336.0,207,14,25500,2032240009,BX30,Kingsbridge Heights                                                        ,Tara Edmonds,PRINCIPAL,718-563-0473,718-563-1568,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 3- Bronx,,,,,"2195 ANDREWS AVENUE
BRONX, NY 10453
(40.859243, -73.909763)"
1056,,2032240009,1992.0,2009.0,0.0,,1009186.0,252327.0,2018,10X291      ,X291,P.S. 291,321000010291,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04",07/18/1995 12:00:00 AM,Open,X015,2195 ANDREWS AVENUE,NY,1009211.0,252336.0,207,14,25500,2032240009,BX30,Kingsbridge Heights                                                        ,CARLOS VELEZ,PRINCIPAL,718-563-0776,718-563-1499,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 4- Bronx,,,,,"2195 ANDREWS AVENUE
BRONX, NY 10453
(40.859243, -73.909763)"
1057,,1018250017,1996.0,0.0,0.0,,997716.0,231505.0,2018,84M702      ,M702,Sisulu-Walker Charter School of Harlem,310300860804,Charter,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/1999 12:00:00 AM,Open,M202,125 WEST 115 STREET,NY,997717.0,231506.0,110,9,21800,1018250017,MN11,Central Harlem South                                                       ,Michelle Haynes,PRINCIPAL,212-663-8216,212-866-5793,3,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,"125 WEST 115 STREET
MANHATTAN, NY 10026
(40.802096, -73.951357)"
1058,,3004020001,1968.0,0.0,0.0,,986104.0,188846.0,2018,15K429      ,K429,Digital Arts and Cinema Technology High School,331500011429,DOE,General Academic,Secondary School,"09,10,11,12,SE","06,07,08,09,10,11,12",06/05/1996 12:00:00 AM,Open,K293,284 BALTIC STREET,NY,986110.0,188843.0,306,33,6900,3004020001,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,Dawn Meconi,PRINCIPAL,718-694-9741,718-694-9745,15,HS06,,,Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 1- Brooklyn North,,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL","284 BALTIC STREET
BROOKLYN, NY 11201
(40.685006, -73.993293)"
1059,,3004020001,1968.0,0.0,0.0,,986104.0,188846.0,2018,15K497      ,K497,The Boerum Hill School for International Studies,331500011497,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",07/01/2001 12:00:00 AM,Open,K293,284 BALTIC STREET,NY,986110.0,188843.0,306,33,6900,3004020001,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,NICOLE LANZILLOTTO,I.A. PRINCIPAL,718-330-9390,718-875-7522,15,K815,COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 5- Brooklyn North,,,,,"284 BALTIC STREET
BROOKLYN, NY 11201
(40.685006, -73.993293)"
1060,,3004020001,1968.0,0.0,0.0,,986104.0,188846.0,2018,84K129      ,K129,Success Academy Charter School - Cobble Hill,331500861023,Charter,General Academic,Elementary,"0K,01,02,03,04,05,06","0K,01,02,03,04,05,06,07,08",07/01/2012 12:00:00 AM,Open,K293,284 BALTIC STREET,NY,986110.0,188843.0,306,33,6900,3004020001,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,Kerri Tabarcea,PRINCIPAL,718-704-1460,646-478-9383,15,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,"284 BALTIC STREET
BROOKLYN, NY 11201
(40.685006, -73.993293)"
1061,,2026960085,1922.0,1939.0,0.0,,1012371.0,238081.0,2018,08X333      ,X333,The Longwood Academy for Discovery,320800010333,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03",09/08/2004 12:00:00 AM,Open,X060,888 REV J A POLITE AVE,NY,1012371.0,238081.0,202,17,8700,2026960085,BX33,Longwood                                                                   ,Robert German,PRINCIPAL,718-860-3313,718-842-8734,8,X808,COMMUNITY SCHOOL DISTRICT 08,"AMES, KAREN",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 7- Bronx,,,,,"888 REV J A POLITE AVE
BRONX, NY 10459
(40.820108, -73.898399)"
1062,,2044740001,1931.0,2001.0,0.0,,1026633.0,253920.0,2018,11X097      ,X097,P.S. 097 Bronx,321100010097,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1931 12:00:00 AM,Open,X097,1375 MACE AVENUE,NY,1026634.0,253920.0,211,13,31400,2044740001,BX31,Allerton-Pelham Gardens                                                    ,KATHELEEN BORNKAMP,PRINCIPAL,718-655-4446,718-655-6063,11,X10C,COMMUNITY SCHOOL DISTRICT 11,"ROSS PORTER, MEISHA",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 10- Bronx,,,,,"1375 MACE AVENUE
BRONX, NY 10469
(40.863524, -73.846768)"
1063,,3026880042,1900.0,0.0,0.0,,1000335.0,202947.0,2018,14K110      ,K110,P.S. 110 The Monitor,331400010110,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1895 12:00:00 AM,Open,K110,124 MONITOR STREET,NY,1000347.0,202961.0,301,33,59100,3026880042,BK76,Greenpoint                                                                 ,ANNA CANO AMATO,PRINCIPAL,718-383-7600,718-383-5053,14,K814,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 4- Brooklyn North,,,,,"124 MONITOR STREET
BROOKLYN, NY 11222
(40.723743, -73.941926)"
1064,,1005450026,1910.0,1979.0,0.0,NoHo Historic District,986373.0,205121.0,2018,02M586      ,M586,Harvey Milk High School,310200011586,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",06/30/2003 12:00:00 AM,Open,M807,2-10 ASTOR PLACE,NY,986372.0,205112.0,102,2,5700,1005450026,MN23,West Village                                                               ,Daphne Perrini,PRINCIPAL,212-477-1555,212-674-8650,2,HS10,,,Field Support Center - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL","2-10 ASTOR PLACE
MANHATTAN, NY 10003
(40.729661, -73.992343)"
1065,INDIVIDUAL LANDMARK,2025290081,1889.0,1999.0,0.0,,1004741.0,245237.0,2018,09X011      ,X011,P.S. 011 Highbridge,320900010011,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04",07/01/1890 12:00:00 AM,Open,X011,1257 OGDEN AVENUE,NY,1004756.0,245209.0,204,16,20100,2025290081,BX26,Highbridge                                                                 ,JOAN KONG,PRINCIPAL,718-681-7553,718-681-7711,9,X809,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 8- Bronx,,,,,"1257 OGDEN AVENUE
BRONX, NY 10452
(40.839693, -73.92589)"
1066,,4012520001,1951.0,1993.0,0.0,,1015411.0,214141.0,2018,30Q145      ,Q145,I.S. 145 Joseph Pulitzer,343000010145,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1954 12:00:00 AM,Open,Q145,33-34 80 STREET,NY,1015412.0,214141.0,403,25,28500,4012520001,QN28,Jackson Heights                                                            ,IVAN RODRIGUEZ,PRINCIPAL,718-457-1242,718-335-0601,30,Q830,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",Field Support Center - Queens North,"PENDERGAST, LAWRENCE",School Support Team 5- Queens North,,,,,"33-34 80 STREET
QUEENS, NY 11372
(40.754389, -73.887523)"
1067,,2024430079,1970.0,0.0,0.0,,1005694.0,239131.0,2018,07X359      ,X359,Concourse Village Elementary School,320700010359,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/2013 12:00:00 AM,Open,X156,750 CONCOURSE VILLAGE WEST,NY,1005692.0,239133.0,204,17,6100,2024430079,BX14,East Concourse-Concourse Village                                           ,Alexa Sorden,PRINCIPAL,718-402-7503,718-402-7509,7,X807,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, ELISA",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 6- Bronx,,,,,"750 CONCOURSE VILLAGE WEST
BRONX, NY 10451
(40.823014, -73.922527)"
1068,,2024430079,1970.0,0.0,0.0,,1005694.0,239131.0,2018,84X389      ,X389,Bronx Global Learning Institute for Girls Charter,320700860915,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",07/01/2008 12:00:00 AM,Open,X156,750 CONCOURSE VILLAGE WEST,NY,1005692.0,239133.0,204,17,6100,2024430079,BX14,East Concourse-Concourse Village                                           ,MARY CORDERO/SYLVIA KEITT,PRINCIPAL,718-993-1740,718-993-1965,7,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,"750 CONCOURSE VILLAGE WEST
BRONX, NY 10451
(40.823014, -73.922527)"
1069,,2022880007,2000.0,2007.0,0.0,,1006418.0,235354.0,2018,84X407      ,X407,Bronx Charter School for Children,320700860852,Charter,General Academic,Elementary,"0K,01,02,03,04,05","0K,01,02,03,04,05",09/06/2004 12:00:00 AM,Open,XAFR,388 WILLIS AVENUE,NY,1006419.0,235354.0,201,8,4100,2022880007,BX39,Mott Haven-Port Morris                                                     ,Denise Alexander,PRINCIPAL,718-402-3300,718-402-3258,7,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,"388 WILLIS AVENUE
BRONX, NY 10454
(40.81264, -73.919913)"
1070,,2042930031,2011.0,0.0,0.0,,1022012.0,250515.0,2018,11X357      ,X357,Young Voices Academy of the Bronx,321100010357,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,SE","0K,01,02,03,04,05",07/01/2013 12:00:00 AM,Open,X292,800 LYDIG AVENUE,NY,1022011.0,250515.0,211,13,22800,2042930031,BX49,Pelham Parkway                                                             ,Nadia Cruz-Perez,PRINCIPAL,718-794-4080,718-798-4089,11,X10C,COMMUNITY SCHOOL DISTRICT 11,"ROSS PORTER, MEISHA",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 10- Bronx,,,,,"800 LYDIG AVENUE
BRONX, NY 10462
(40.854423, -73.863733)"
1071,,1008240015,1906.0,2011.0,2015.0,Ladies' Mile Historic District,986480.0,209620.0,2018,02M439      ,M439,Manhattan Village Academy,310200011439,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",06/05/1996 12:00:00 AM,Open,M873,43 WEST  22 STREET,NY,986476.0,209594.0,105,3,5800,1008240015,MN13,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,HECTOR GEAGER,PRINCIPAL,212-242-8752,212-242-7630,2,HS04,,,Field Support Center - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,,HS04,HS Network 04 Superintendent Office,"ROSALES, MARISOL","43 WEST 22 STREET
MANHATTAN, NY 10010
(40.741963, -73.991966)"
1072,,3078490001,1931.0,2010.0,2010.0,,1004867.0,165935.0,2018,22K203      ,K203,P.S. 203 Floyd Bennett School,332200010203,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1927 12:00:00 AM,Open,K203,5101 AVENUE M,NY,1004867.0,165936.0,318,46,68000,3078490001,BK58,Flatlands                                                                  ,Yocasta Dominguezmiller,PRINCIPAL,718-241-8488,718-209-9641,22,K822,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 6- Brooklyn South,,,,,"5101 AVENUE M
BROOKLYN, NY 11234
(40.622108, -73.925732)"
1073,,3004550001,1931.0,1972.0,2004.0,,988270.0,185628.0,2018,75K372      ,K372,P.S. 372 -The Children's School,307500013372,DOE,Special Education,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",07/01/1996 12:00:00 AM,Open,K834,512 CARROLL STREET,NY,988272.0,185634.0,306,39,11900,3004550001,BK37,Park Slope-Gowanus                                                         ,Rosa Amato,PRINCIPAL,718-624-5271,718-522-1879,15,DA75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",Field Support Center D75,Tillman Roberto,Children First Network 751,,,,,"512 CARROLL STREET
BROOKLYN, NY 11215
(40.676198, -73.9855)"
1074,,1021250001,1961.0,1992.0,1993.0,,1001198.0,245704.0,2018,06M128      ,M128,P.S. 128 Audubon,310600010128,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1961 12:00:00 AM,Open,M128,560 WEST 169 STREET,NY,1001211.0,245694.0,112,10,25100,1021250001,MN36,Washington Heights South                                                   ,ROSA ARGEL ARREDONDO,PRINCIPAL,212-927-0607,212-781-8002,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",Field Support Center - Manhattan,"CHU, YUET",School Support Team 7- Manhattan,,,,,"560 WEST 169 STREET
MANHATTAN, NY 10032
(40.841032, -73.938701)"
1075,,1021250001,1961.0,1992.0,1993.0,,1001198.0,245704.0,2018,06M513      ,M513,Castle Bridge School,310600010513,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/2012 12:00:00 AM,Open,M128,560 WEST 169 STREET,NY,1001211.0,245694.0,112,10,25100,1021250001,MN36,Washington Heights South                                                   ,Julia Zuckerman,PRINCIPAL,212-740-4701,212-740-4706,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",Field Support Center - Manhattan,"CHU, YUET",School Support Team 7- Manhattan,,,,,"560 WEST 169 STREET
MANHATTAN, NY 10032
(40.841032, -73.938701)"
1076,,1008420034,2013.0,2012.0,0.0,,986370.0,207466.0,2018,02M260      ,M260,M.S. 260 Clinton School Writers & Artists,310200010260,DOE,General Academic,Secondary School,"06,07,08,09,10,11,SE","06,07,08,09,10,11,12",06/21/2000 12:00:00 AM,Open,M868,10 East 15th Street,NY,986370.0,207476.0,105,2,5200,1008420034,MN13,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,Jonathan Levin,PRINCIPAL,212-524-4360,212-524-4365,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",Field Support Center - Manhattan,"CHU, YUET",School Support Team 4- Manhattan,,,,,"10 East 15th Street
Manhattan, NY 10003
(40.736526, -73.992727)"
1077,,1008420034,2013.0,2012.0,0.0,,986370.0,207466.0,2018,02M297      ,M297,M.S. 297,310200010297,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/2017 12:00:00 AM,Open,M868,10 East 15th Street,NY,986370.0,207476.0,105,2,5200,1008420034,MN13,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,JACQUELINE GETZ,PRINCIPAL,917-678-8367,212-524-4365,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",Field Support Center - Manhattan,"CHU, YUET",School Support Team 3- Manhattan,,,,,"10 East 15th Street
Manhattan, NY 10003
(40.736526, -73.992727)"
1078,,3046690037,1938.0,2008.0,0.0,,1006497.0,178908.0,2018,18K588      ,K588,Middle School for Art and Philosophy,331800010588,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/2007 12:00:00 AM,Open,K252,1084 LENOX ROAD,NY,1006497.0,178909.0,317,41,88600,3046690037,BK96,Rugby-Remsen Village                                                       ,NEIL MCNEILL JR,PRINCIPAL,718-342-7563,718-342-8131,18,K818,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 3- Brooklyn South,,,,,"1084 LENOX ROAD
BROOKLYN, NY 11212
(40.657712, -73.919818)"
1079,,3046690037,1938.0,2008.0,0.0,,1006497.0,178908.0,2018,84K608      ,K608,Kings Collegiate Charter School,331800860908,Charter,General Academic,K-8,"0K,01,05,06,07,08,09","0K,01,02,03,04,05,06,07,08",07/01/2007 12:00:00 AM,Open,K252,1084 LENOX ROAD,NY,1006497.0,178909.0,317,41,88600,3046690037,BK96,Rugby-Remsen Village                                                       ,Scott Schuster/Maya Roth,PRINCIPAL,347-390-0460,718-342-6727,18,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,"1084 LENOX ROAD
BROOKLYN, NY 11212
(40.657712, -73.919818)"
1080,,1021640032,1900.0,1993.0,0.0,,1002322.0,249211.0,2018,06M528      ,M528,I.S. 528 Bea Fuller Rodgers School,310600010528,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",07/01/1925 12:00:00 AM,Open,M528,180 WADSWORTH AVENUE,NY,1002322.0,249211.0,112,10,27100,1021640032,MN35,Washington Heights North                                                   ,CARLOS PICHARDO,PRINCIPAL,212-740-4900,212-781-7302,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",Field Support Center - Manhattan,"CHU, YUET",School Support Team 7- Manhattan,,,,,"180 WADSWORTH AVENUE
MANHATTAN, NY 10033
(40.850683, -73.934676)"
1081,,3067880001,1925.0,2010.0,0.0,,998782.0,161702.0,2018,22K425      ,K425,James Madison High School,332200011425,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",07/01/1925 12:00:00 AM,Open,K425,3787 BEDFORD AVENUE,NY,998782.0,161702.0,315,48,64200,3067880001,BK44,Madison                                                                    ,Jodie Cohen,PRINCIPAL,718-758-7200,718-758-7341,22,HS06,,,Field Support Center - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL","3787 BEDFORD AVENUE
BROOKLYN, NY 11229
(40.610499, -73.947661)"
1082,,2046240015,1904.0,1962.0,0.0,,1020801.0,258001.0,2018,11X041      ,X041,P.S. 041 Gun Hill Road,321100010041,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/1905 12:00:00 AM,Open,X041,3352 OLINVILLE AVENUE,NY,1020801.0,258002.0,212,12,37400,2046240015,BX44,Williamsbridge-Olinville                                                   ,Erika Tobia,PRINCIPAL,718-652-3461,718-231-2668,11,X10C,COMMUNITY SCHOOL DISTRICT 11,"ROSS PORTER, MEISHA",Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 9- Bronx,,,,,"3352 OLINVILLE AVENUE
BRONX, NY 10467
(40.874754, -73.867834)"
1083,,2023140054,1931.0,1948.0,2009.0,,1004901.0,234990.0,2018,84X233      ,X233,Family Life Academy Charter School II,320700861028,Charter,General Academic,Elementary,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05",07/01/2012 12:00:00 AM,Open,XAGV,296 EAST 140 STREET,NY,1004896.0,234960.0,201,8,3900,2023140054,BX39,Mott Haven-Port Morris                                                     ,Kathy Ortiz,PRINCIPAL,718-410-8100,,7,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,"296 EAST 140 STREET
BRONX, NY 10454
(40.811562, -73.925416)"
1084,,1014610007,1915.0,2015.0,0.0,,995958.0,217554.0,2018,02M183      ,M183,P.S. 183 Robert L. Stevenson,310200010183,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",07/01/1904 12:00:00 AM,Open,M183,419 EAST  66 STREET,NY,995959.0,217554.0,108,5,11600,1014610007,MN31,Lenox Hill-Roosevelt Island                                                ,Martin Woodard,I.A. PRINCIPAL,212-734-7719,212-861-8314,2,M802,COMMUNITY SCHOOL DISTRICT 02,"LABOY, BONNIE",Field Support Center - Manhattan,"CHU, YUET",School Support Team 4- Manhattan,,,,,"419 EAST 66 STREET
MANHATTAN, NY 10065
(40.763804, -73.957731)"
1085,,3053190001,1930.0,2010.0,0.0,,990892.0,175692.0,2018,15K130      ,K130,P.S. 130 The Parkside,331500010130,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1903 12:00:00 AM,Open,K130,70 OCEAN PARKWAY,NY,990895.0,175698.0,307,39,50000,3053190001,BK40,Windsor Terrace                                                            ,MARIA NUNZIATA,PRINCIPAL,718-686-1940,718-854-9756,15,K815,COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 5- Brooklyn North,,,,,"70 OCEAN PARKWAY
BROOKLYN, NY 11218
(40.648924, -73.976053)"
1086,,5067960044,1958.0,2011.0,0.0,,925351.0,129098.0,2018,31R003      ,R003,P.S. 003 The Margaret Gioiosa School,353100010003,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1959 12:00:00 AM,Open,R003,80 SOUTH GOFF AVENUE,NY,925350.0,129094.0,503,51,19800,5067960044,SI01,Annadale-Huguenot-Prince's Bay-Eltingville                                 ,"Myers, Elmer",PRINCIPAL,718-984-1021,718-984-3628,31,R831,COMMUNITY SCHOOL DISTRICT 31,"LODICO, ANTHONY",Field Support Center - Staten Island,"MORAN, KEVIN",School Support Team 2- Staten Island,,,,,"80 SOUTH GOFF AVENUE
STATEN ISLAND, NY 10309
(40.520812, -74.21185)"
1087,,3007550022,1964.0,0.0,0.0,,981080.0,175711.0,2018,15K001      ,K001,P.S. 001 The Bergen,331500010001,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",07/01/1965 12:00:00 AM,Open,K001,309 47 STREET,NY,981081.0,175710.0,307,38,8000,3007550022,BK32,Sunset Park West                                                           ,Arlene Ramos,PRINCIPAL,718-567-7661,718-567-9771,15,K815,COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 4- Brooklyn North,,,,,"309 47 STREET
BROOKLYN, NY 11220
(40.648959, -74.01142)"
1088,,3039520047,2009.0,0.0,0.0,,1015673.0,186204.0,2018,19K089      ,K089,P.S. 089 Cypress Hills,331900010089,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",09/01/1997 12:00:00 AM,Open,K814,265 WARWICK STREET,NY,1015673.0,186204.0,305,37,117000,3039520047,BK82,East New York                                                              ,IRENE LEON,PRINCIPAL,718-964-1180,718-964-1185,19,K819,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,Field Support Center - Brooklyn North,"FITZGERALD, BERNADETTE",School Support Team 7- Brooklyn North,,,,,"265 WARWICK STREET
BROOKLYN, NY 11207
(40.677707, -73.886712)"
1089,,2024430078,2007.0,0.0,0.0,,1005604.0,238669.0,2018,07X527      ,X527,Bronx Leadership Academy II High School,320700011527,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",07/01/2001 12:00:00 AM,Open,X790,730 CONCOURSE VILLAGE WEST,NY,1005737.0,238701.0,204,17,6100,2024430078,BX14,East Concourse-Concourse Village                                           ,R LOBIANCO,PRINCIPAL,718-292-7171,718-292-2355,7,HS08,,,Affinity Group,"ANORMALIZA, ALEXANDRA",School Support Team 2- Affinity Group,,HS08,H.S. Network 08 Superintendent Office,"MENDEZ, JUAN","730 CONCOURSE VILLAGE WEST
BRONX, NY 10451
(40.821828, -73.922366)"
1090,,2024430078,2007.0,0.0,0.0,,1005604.0,238669.0,2018,07X547      ,X547,New Explorers High School,320700011547,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12,SE",07/01/2003 12:00:00 AM,Open,X790,730 CONCOURSE VILLAGE WEST,NY,1005737.0,238701.0,204,17,6100,2024430078,BX14,East Concourse-Concourse Village                                           ,Lisa Grevenberg,PRINCIPAL,718-292-4150,718-292-5887,7,HS02,,,Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 1- Bronx,,HS02,H.S. Network 02 Superintendent Office,"STAPLE, CARRON","730 CONCOURSE VILLAGE WEST
BRONX, NY 10451
(40.821828, -73.922366)"
1091,,2024430078,2007.0,0.0,0.0,,1005604.0,238669.0,2018,07X548      ,X548,Careers in Sports High School,320700011548,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",07/01/2003 12:00:00 AM,Open,X790,730 CONCOURSE VILLAGE WEST,NY,1005737.0,238701.0,204,17,6100,2024430078,BX14,East Concourse-Concourse Village                                           ,Johanny Garcia,PRINCIPAL,718-292-7110,718-292-5565,7,HS02,,,Field Support Center - Bronx,"RUIZ, JOSE",School Support Team 1- Bronx,,HS02,H.S. Network 02 Superintendent Office,"STAPLE, CARRON","730 CONCOURSE VILLAGE WEST
BRONX, NY 10451
(40.821828, -73.922366)"
